5366361,33799297,3,2,2,2,11-18,地铁1号线五棵松站，旁边就是卓展购物中心，总的来说还是比较方便的
5366361,19144703,5,4,4,4,11-02,时隔五年再度重遇你，2016年10月23日，我来听你的演唱会，我最爱的学友哥。当天早上从天津做城际到北京，天气很好，一切都是那么的顺利。万事达体育中心现已更名为乐视生态中心，下了地铁一号线大概要走一千多米就到达目的地了。整个场馆特别特别大，环境很好，四面台特别震撼，舞美效果叹为观止、美轮美奂，55岁又唱又跳三个小时，没有嘉宾，还会因为没发挥得足够完美而自责，这是怎样的一种敬业，
5366361,49456860,3,4,3,3,10-29,在这里看过两次演出了 之前是滑冰 最近一次是kesha演唱会 整体气氛真的很棒 场馆也不小 主要五棵松地段感觉交通很方便 离学校很近 旁边就是卓展 吃饭看电影都是顺便的事 感觉不太足的就是可能因为安保原因 第一排离舞台太远 感觉不过瘾 另外就是不让带水 哪怕把包存在里面都行不让带水不太方便
5366361,21053454,5,4,4,4,10-24,10月21号来看学友的演唱会，不管自己的状态和天气如何，都一定要来看，喜欢学友很多年了，冒雨前来啊，就怕交通不好所以提前了很久到的，入场还是比较顺利的，万事达的体育场就在五棵松，如果坐地铁也很方便的，出了地铁要走挺远的，这边人很多，场馆在里面，所以一定要早来。场馆很好，指示牌明显清楚，保安和工作人员也很多，问路很方便，场馆座位比较宽敞舒适，演唱会的音响效果很好，赞，最后要说：大爱学友歌神，永远支持你哦
5366361,2232165,4,2,2,2,10-21,朋友送的票，第一次来看比赛，还 挺震撼的。
5366361,15307206,5,4,3,3,10-14,来看周杰伦的演唱会
5366361,57187794,4,3,3,3,09-20,几年前的中国好声音演出，气氛很好。
5366361,801684383,5,4,4,4,08-23,2016野蛮生长演唱会，很棒！音效很棒！舞美凤凰超棒！
5366361,953673044,5,4,4,4,08-19,演出很给力.环境那叫大那叫好.非常的满意
5366361,32666763,5,4,4,4,08-09,看的我rain欧巴的演唱会  环境还不错  最棒的是馆比较小  看台离舞台近啊！！
5366361,706629877,5,4,4,4,07-20  更新于16-07-20 16:13,几场演出都在这里看的。很热闹。人很多。馆子还算大。但是退场的时候只有一个就可以出比较郁闷。都走到门口了被告知这边不能穿又去绕了一个大圈。里面很不错。各个通道标示的很清楚。我看的bigbang。总体还不错。就是左边的大屏幕有点被遮住了。哈哈。
5366361,2726712,4,3,3,3,06-30,在此，本人要特别感谢我的北京大妞儿，闺蜜宝宝给了这次难得的好机会，在5.21当天邀请我这个没有老公陪的可怜单身女青年去欣赏了场酣畅淋漓的小眼睛男神~李荣浩哒有理想演唱会。吼吼，果然还是👂现场的感觉好哈！
5366361,3415181,4,4,3,3,06-28,去看了一场Rain的演唱会 管理的还不错 现场也不乱 音响效果什么的也还可以 就是去内场要下楼梯走好久感觉不方便 门口停车也不方便
5366361,7297305,4,3,3,3,06-10,大型演唱会几乎都在这里开，看一场下来非常累。
5366361,47207912,5,4,4,4,05-22,很久没看live了。。赶上李荣浩的就去了。。本来买的680 。。后来换成480了。。。位置不好。。。。不过音效还算满意。。所有乐器音色都听得到。这里以前叫五棵松体育馆。后来才改的万事达。。目前算北京最满意的场馆了。。
5366361,109894773,5,4,4,4,04-30,美好的回忆留在心里，激情岁月的一夜
5366361,52139240,5,4,3,2,04-16,奔着比赛去的 结果看了演唱会…卓琳啊哈哈哈哈 蔡依林 满满的青春回忆
5366361,7478166,5,4,4,4,03-09,来这边看的owl city的演唱会。位置的话，坐地铁就可以到，出地铁口再走一小段就能到。万事达的场子不大，台下摆的位置也不是固定的，更像是一个fan meeting的场，坐在靠前一点的位置看的还算比较清楚。场子不大但是气氛很好，互动也很热烈，可以更好的欣赏演出，再来个全场大合唱也很棒！
5366361,762519,5,4,4,4,02-27,不记得来了多少次的场馆了，基本都是来看首钢的比赛，以前是季后赛总决赛，最近看了不少常规赛。场馆很大，一进去很震撼的感觉，因为三层看台一万多人确实很气势。座位除了前排当然是比较拥挤了，坐在楼上估计只能感受个氛围吧。总体还是不错的，最近改了名字保温杯也不能带进去了，饮料也只能在休息区喝了。
5366361,33570071,5,3,4,4,02-25  更新于16-02-26 19:35,看的北京新疆季后赛第一场 来场馆东门跟卖家拿了票 跟爸爸吃呷哺 热热呼呼的也不冷了 观赛的整个过程非常搓火 首钢整体阵容跟新疆就没法比 只能靠外援 莫里斯状态不好 也没有能顶替的中锋 全靠马布里一个人扛 第四节没看到打完就走了 已经完全不可能赢 去年的冠军今年搞成这个样子 也值得高层教练队员深思。第一轮打完了 希望明年加油！首钢加油！
5366361,143356576,5,4,4,4,02-24,万事达中心作为首钢主场，可以说是除了工体以外另一个北京人体育的圣地！如果看球的话，最好在东门这边比较方便，道路两边车位有点紧张，但是饭馆很多，这个挺方便的，一般开场前90分钟放人进去。安检非常严格，这点不错，虽然只能进去买水，但是也是为了安全考虑。
5366361,3412278,4,3,3,0,02-22,吐槽一下安保和卖东西的。安保不准带吃的和水进场。好的，我把吃的从袋子里取出来，放进包里，就可以堂而皇之的过安检了。要你们安检有毛用？形式主义！
5366361,784662947,5,4,4,4,02-21,经常来看CBA，管理有序，交通方便。室内音响效果好。在这里，我们见证首钢的成功和成长，喜欢这里！
5366361,193477194,5,4,4,4,02-18,位置很好找并且里面的地方也很大，去过一回很不错
5366361,4245213,4,3,3,3,02-06,万事达中心(原五棵松体育馆)，是2008年北京奥运会篮球项目的比赛场馆。位于北京西四环五棵松桥东北角，毗邻地铁一号线五棵松站，建筑面积6.3万平方米，分竞赛层(场地所在层)、首层、包厢层和三层，可容纳观众18000人。
5366361,777081968,4,3,3,3,01-31,来看big bang演唱会的时候来的，效果不错
5366361,6529133,4,4,4,3,01-25,总体给四星半吧。
5366361,43483388,5,4,4,4,01-13,Im VIP❤ 1月1来看的bigbang见面会！坐在116离舞台还是挺近的，内天没有延伸台，要有的话更近。
5366361,49062738,4,4,3,3,01-09  更新于16-01-11 16:19,原五棵松体育馆 除了CBA球赛还经常办演唱会 几年前看过梁静茹和后街男孩的演唱会 场馆设施完备 演出效果确实好｡oＯo｡.:♥:.｡oＯo｡.:♥:.｡oＯo｡.:♥:.｡oＯo｡.:♥:.(ж＾□＾ж）ノ happy 2016☆*ﾟ*★棒棒哒
5366361,2750589,5,4,4,4,01-05,特意赶到北京看我最爱的BIGBANG的粉丝见面会，小场子效果就是好！地铁出来要稍微走一会儿，周围餐饮选择也很多，场馆内部还有WIFI，不足之处就是位子间隔太小了，只能买场馆里的饮料，而且就一大纸杯，还不给盖子，全程担心水撒了怎么办！
5366361,4747019,3,2,1,1,01-04,没进过万事达。同事给的票。想正好进去参观下。二货非要先去吃饭，演出19:30开始。由于堵车到了都差不多快开场了。死活要先吃饭，他说我就是个打酱油的，不用那么认真，吃完从什么美食广场出来的，很随意的往东走过了马路，感觉不像有门问了后，路人告诉西边有门，这我们也看见了，在半路又跟停车场保安打听后，在一条被小铁丝拦着的路走进去了。像是未开拓好，但也有别人走这。拐来拐去，真的有保安和演唱会工作人员。被各种指引安检后入场了。挺好。整个场子就跟大明星的场地vip票似的。灯光效果还是不错的。听了会儿我觉得这应该不是打篮球的场地，走人了。
5366361,830339248,5,4,4,2,15-12-31  更新于12-31 15:29,昨天受邀参加了万事达中心举办的网易有态度年度人物盛典，有很多明星到场 ：宁泽涛、闫妮、吴亦凡、赵雅芝、黄晓明、白百何、朱茵、任志强、王德顺……胡歌一如既往的低调，沉实宁静；闫妮率性洒脱，台上随性真实的笑；小鲜肉宁泽涛略显拘谨，他还年轻，可能缺乏这种场合的历练；白百合走台骨裂，拄拐上台，只因要言而有信；最欣赏赵雅芝永远温柔大方得体，真的气质内涵兼具……整场亮点很多！
5366361,3952984,5,4,4,4,15-12-29,圣殿级的体育场馆，奥运篮球赛主场地，在里面看过雅尼的现场音乐会，还有首钢的比赛，感觉很好，几万人坐满了一起呐喊的感觉真好。交通还算便利，地铁或者公交都很方便，开车慎重，凡事体育赛事或者演出的时候这里都是人满为患，停车就是第一难题，周边几乎爆满，建议停在稍远的地方，否则散场时有你着急的。不允许带吃的喝的，有安检，建议少带东西轻装上阵，里面吃的喝的都有，快餐级别的，讲究的话去北边商场里解决。
5366361,14405243,5,4,3,4,15-12-29,看篮球比赛，环境不错，音响不错，灯光也不错。座椅比较舒服，就是前后排间距有点窄，姐们儿是篮球队的，坐在这里很挤腿。场馆够大，服务也很好，个人觉得安检最好！最开心的是比赛大比分获胜，有机会还会再来的！
5366361,15269826,4,3,3,3,15-12-28,昨天去看了北京首钢的比赛 2015年北京首场最后一次比赛 吉林打的挺差的 导致最后把不经常上场的球员都换上去了 不过最后有个小惊喜 是马布里妈妈的生日 祝她生日快乐 现场和电视上看感觉果然不太一样 霹雳鸭是我见过最活跃 最棒的吉祥物
5366361,3247385,4,3,3,2,15-12-27,这家体育馆是个人觉得北京条件比较好的了，露天的难免风吹日晒，这个在封闭式的里面也算是环境比较好的了
5366361,47687669,5,4,4,4,15-12-27,来看篮球赛。这里很棒！篮球赛季后，还会承接很多大型的演唱会。应该是北京最好的场馆了。音效，大小，都很高端。就在西五环附近。离地铁五棵松也不远。所以适合赛后疏散。里面有餐厅，水吧可供休息。车位要来一些还是能找到的。
5366361,4169281,4,3,4,4,15-12-27,最近总能得到CBA的球票，经常来万事达中心；
5366361,5792169,4,4,4,3,15-12-26,北京首钢队新赛季的主场，一直没来过，昨天圣诞节有人给票，果断冒着毒死人的雾霾来看球了。话说周围的卓展到了看球日找个吃饭的地方都难，我也是醉了。从正对卓展的北门进的，从进栅栏门开始就不断有人看票，安检比较严格，看台出入口非常多，而且厕所多！这点真是好，平均2个女厕一个男厕，这点非常合理。里面有卖简单吃的和喝的，一律10块一份，但是注意只能在外面吃，不能带进内场。另外厕所环境还算不错，给4颗星吧。
5366361,2781494,5,4,4,3,15-12-26,昨天去看比赛，圣诞节还给了小红帽，隔壁痛仰再开演唱会，三分进的很爽，就是不能带水，中途场馆里面买的水，也不让进馆里喝，比较讨厌，
5366361,132874150,5,4,4,4,15-12-26,首钢加油～今天打浙江打得太棒了！134比104！30分分差，整个队手感真棒！孙大圣各种三分！莫里斯也是发挥很好，马布里不用说一个队的大抗。爱北京！爱首钢！顺便爱国安！哈哈哈哈
5366361,5897609,3,3,1,0,15-12-23,上上周五在这里约朋友看音乐会，本来就加班到的晚，让朋友帮我买点吃的，怎知道朋友在北区（卖吃的的地方），检票在西区，整个地方不仅离地铁特别远，问谁谁不知道，净走冤枉路，最后竟然还是黄牛指的路，可笑！饮食不让带就算了，毕竟你们那十块一杯的冰水和二十一杯的爆米花，贵过鸟巢而且别的啥也没有！去晚了我们的座位还被人占了，演出也没有卖票时写的那么长时间。
5366361,2055147,4,3,3,3,15-12-21,今年开始的CBA，北京主场都在这里举行啦
5366361,44509194,5,4,4,4,15-12-16,在这里看了大MUSE的演唱会超级开心！场馆很新整体比工体好多了~~
5366361,3920053,3,2,2,2,15-12-10,2年前的临近中秋节的时候在这里看过一场演唱会，有回忆的地方。
5366361,15160936,5,4,4,4,15-12-07,也是经常举办明星演唱会的场馆，周边配套设施很齐全，就是演唱会期间周围的宾馆很不好订，我们订的离场馆远一些的还要打车过去 2014年12月19日在这里看了东方神起的演唱会，场馆是室内的，看得很清楚，音响效果什么的也不错 发现他们的演唱会见面会现在基本上都在万事达或者首体，可惜短期之内看不到了，期待等到他们退伍时还能来这里开演唱会 到时一定还会来的 东方神起&JYJ❤️
5366361,4973714,4,3,3,2,15-12-03,万事达中心原先叫五棵松篮球馆，08年奥运会之前彻底改造了一番，当时有幸朋友送了两张篮球票，虽然离得有些远，不过毕竟是第一次现场看中国男篮比赛，心情还是很激动的，虽然最终比赛输了，不过万事达中心还是给我留下了很深刻的印象。第二次去居然是7年后了，10月份莫文蔚演唱会，我们家LD喜欢的明星，自然要去现场捧场，话说这居然也是我第一次现场看演唱会，万事达中心还真是见证了我两个第一次啊。演唱会感觉组织的很好，安检不能带水，场馆内买水很方便，而且也不算贵。来这边其实地铁就很方便，五棵松地铁站出来走不了多远就是，要是开车的话建议停在北边的商场停车场里，车位比较充足。
5366361,26192875,4,3,3,3,15-11-29,"星期三来这儿看北京对江苏的篮球比赛.由于是周三,人不是很多."
5366361,37929974,5,4,4,4,15-11-29,首钢篮球馆在施工整修中，于是北京首钢的比赛就多在万事达举行。
5366361,25411025,5,4,4,4,15-11-13,这里绝对算是篮球迷的圣地了，这次终于有机会走进这里，而且还是看首钢的冠军加冕和第一场比赛，NBA标准的篮球馆果然不是盖的，牛逼
5366361,2937948,5,4,4,4,15-11-09,万事达中心就是原来的五棵松体育馆，是2008年北京奥运会篮球项目的比赛场馆，在北京西四环五棵松桥东北角，周围交通非常方便，地铁一号线五棵松站和多路公交车都可到达，开车更是不用担心，周边有很多停车场都可以停车…
5366361,136435962,1,4,4,0,15-11-09,看cba北京队得比赛，网上买的票，因为大家都是提前一个小时到现场取票，其实人并不多，但是取票的政策和工作态度，实在很差。手续开始特别繁琐，都开场了，排了一个小时队，也没走几个人，要写身份证，订单号，等等，还要查询特别麻烦。直接开场后才可以直接扫描二维码取票，球迷情绪很不好，很多骂脏话了都。比赛很好看，设施很牛逼。但就是这个取票事儿。让人觉得这么顶级的场馆，管理运行确实出现很大的问题，而且并没有很好的解释，反而叫来一堆保安有点***感觉。。这点做的真心不配万事达中心这个级别。其实总评不是一分，但是为了得到大家的警示，我给一星。
5366361,24894,5,4,4,4,15-11-09,首先说要感谢大众点评，抽奖中了北京首钢Vs深圳马可波罗的篮球票子，虽然只是一张而且是3楼的票子，还是感觉很幸运。现场看球和在家看转播确实不一样，气氛不同，现场的气氛很热烈，而且还可以看到电视转播中无法看到的拉拉队热舞，拉拉队美女很性感。万事达中心洗手间每层都有很多，基本不用排队，中心有一点美中不足就是座位间距太近了，比赛过程中若有人进出还要起身让路。
5366361,39466602,5,4,4,3,15-11-03,以前的五棵松体育馆，后来万事达冠名了，感觉在是国内仅次于梅赛德斯奔驰中心的演出场馆了。
5366361,23823347,4,4,3,3,15-10-31,和朋友过来看演出，下地铁走的还是挺远的，有演出的时候这边人蛮多的。
5366361,1700430,5,4,4,4,15-10-28,非常赞的场馆～多次看演出～各种美好回忆～
5366361,16911811,5,4,4,4,15-10-24  更新于10-24 14:03,这里原来叫五棵松体育馆，2008年奥运会的时候，这里是篮球比赛的场馆。前几年，CBA季后赛的时候，首钢男篮都在这里进行主场比赛，而2015年这个赛季开始，首钢男篮把整个赛季的主场比赛都放在了这里。
5366361,20661752,4,4,2,1,15-10-22,"在这里看过3次演唱会，分别是Avril,Avril与Avril 的演出。"
5366361,5315421,4,4,3,3,15-10-20,从小就知道，各种牛哄哄的篮球赛都会在这里打，那会儿男生就特向往去看比赛。后来演唱会也办起来了╮(╯▽╰)╭
5366361,39567821,5,4,4,4,15-10-17,场地还不错，就是来的人一定注意看自己是东南西北那个门进场地。。因为真的距离但不太近。。需要各种绕，如果走错了。场地音响效果还不错，就是位置间距好小。。感觉不小心一激动就掉下去了(看照片)。还有，自拍杆不让进，过不了安检。还要存起来。哦，对。不要选择侧面。因为三面场。侧面效果真心不好。别的都差不多和其他。
