1970038,1009197318,4,0,0,0,12-05,之前来这附近办点事情，完事后时间还早，就顺便来这里看看，交通便利，离地铁站很近，装修的风格不错，应该是前苏联的风格，看惯了咱们老北京四合院的装修，没事的时候来这里感受一下别样的风情还是不错的，展品也还可以吧，这里有活动的时候人流量应该更多吧
1970038,141278218,4,0,0,0,12-04,北京展览馆是一座俄式建筑，展览馆内部还有莫斯科餐厅，现在经常举办一些特色展销会婚博展览，房地产展览，各地特色大集给占据了，挺喜欢在这里逛逛看看各种特色展品也很不错
1970038,4239452,4,0,0,0,11-29,咋一看感觉似曾相识，觉得和上海展览馆好像，后来了解到北京展览馆与上海展览馆是同一个设计师设计的，怪不得有异曲同工的赶脚。其实吸引到我的建筑上方的四位人物雕塑，他们分别代表了四种职业：工人、农民、教师、医生，我猜对了前三个，但最后一个实在是猜不出来。象征性无产阶级取得胜利，苏联风扑面而来唷！！
1970038,180123231,4,0,0,0,11-27,俄罗斯风格的建筑，广场很大气，常年都有一些各式各样的展览，最近这几天是食品展。这个展览没什么意思，不少相似的展台，品种比较单一，茶叶最多，展台布置的有点乱。北京展览馆还是挺美的，广场的喷泉很少开，后面是皇帝船码头，京城水系，还有一些老式火车头，还有爱乐乐团。
1970038,3898039,5,0,0,0,11-06,清晨五点出门，凌晨一点到家，来回12个小时，只为了听三位科学家的讲座，谢谢鹅厂。1800元一张门票🎫被黄牛炒到3000元一张。入口处，黄牛收票🎫买票🎫💰也没有人管。不过，黄牛的嗅觉还是非常灵敏。。。
1970038,17705270,4,0,0,0,11-05,看完银杏大道，一路溜达到了北京展览馆，整体属于俄罗斯建筑风格，是北京最大的综合展馆。顺着北门往里溜达不远就是莫斯科餐厅，经常会碰到前来怀旧的老年人。餐厅对面还遇到了弹唱的外国人。里面绿化不错，环境卫生也保持的相当好，是个散步的好地方
1970038,87374983,3,0,0,0,10-23,第一次来这边看演出，和以前来的感觉完全不同。灯光映衬下的北展别有一番韵味哦~~一个人安静的漫步在小路上，心情愉悦脚步轻盈，很舒适。
1970038,54531671,5,0,0,0,10-02,第十届北京国际金融博览会日前在北京展览馆开幕时去的，内部很豪华，很大
1970038,40982238,5,0,0,0,09-29,"地点：地铁2,4,13号线西直门站A口出，走到地面后，过马路向西走1公里。北京动物园的东边"
1970038,58921505,4,0,0,0,09-29,综合性比较高的一个展览馆，学习到了很多知识。不错很有教育意义
1970038,25389048,4,0,0,0,09-25,北京展览馆建立于1954年，是毛泽东主席亲笔题字、周恩来总理主持剪彩的北京第一座大型、综合性展览馆。
1970038,1857268,5,0,0,0,09-22,去参加北京市政府对口扶贫的展销会，人很少，东西也不是特别多，价格有的可以砍价！红枣，牦牛奶都很不错！
1970038,28867413,4,0,0,0,09-17,其实离家很近的，住了这么久第一次来。
1970038,60376,4,0,0,0,09-09,毎年一度的金融展，今年又回到这里了。我还是喜欢老式风格的场馆，比冷冷冰冰的现代式厂房型的展览馆更亲场，更紧凑，更适合专业型小型化的展会。缺点是服务设施跟不上，没有会展常常需要的会议场地。另外，今年最大的感觉是：正门入口的二家外国公司今年变成了二家中国公司
1970038,157588246,4,0,0,0,09-08,熊出没对于现在的孩子，就好像机器猫对于我们80年代的孩子一样，是一种童年的回忆，虽然熊出没里面有很多的语言暴力，但是不可否认，每个孩子都喜欢它那幽默的语言、憨态可掬的动物形象。帅帅可以说是一个“小熊迷”了，从动画片到大电影，再到儿童剧，百看不厌啊。熊出没的主题基本都是光头强要砍树，而熊大熊二却要阻止他，这期间会有一些别有用心的反面人物出现，当然，最后也是大团圆的结局，极大的满足了孩子的心理。
