1767370,833054092,2,4,4,0,10-12,过来看长沙窑瓷器展，展品本身很喜欢，大多是唐代的。展览介绍也很详细。只可惜展馆的工作人员让我大大开了眼。我去的时候正好是午饭时间，两名工作人员在热火朝天地展示自己的午饭并热情地邀请对方尝一尝，声音之大以致于在小小的展厅内无处躲藏无法集中精神阅读展品描述。过了一会又来了一个串门的，气氛也理所当然地更加热烈起来。又重演了一场邀请尝试午饭的谦让，然后开始聊家常。我实在看不到希望，于是打断了她们：不好意思，你们能声音小一点吗？结果是获得了数个白眼，而且聊天继续音量丝毫没有降低。我只能庆幸人家没有恼羞成怒地把音量提高就不错了。后来又转到一个小的玉器展厅，两名工作人员也像是在自己家里一样大声谈论着，我这才意识到原来这是这个博物馆的特色文化啊！真可惜了那些展品和策展人员了，但凡换一个场馆观展体验也不至于此吧。平时我们总说游客的素质公共场合不要大声喧哗。可喜的是在我游览的一个小时里没有一个大声喧哗的游客。这也是我第一次意识到工作人员的素质并不是想当然的，不明白博物馆怎么弄的跟菜市场似的......
1767370,9640568,2,1,4,0,05-05,我先说，这里不推荐来！！展品太少，太少。而且旅行团来这里的多。这里进 来时就有一个寺内的解说帮介绍，然后去请香，大家都懂的。。哈。不推荐来，如果你住的离这里很近或是你真的没事干了，你可以来看一下，我比较推荐对面的码头，那里可以座船去颐和园，这个不错是不。哈哈。如果你非常喜欢寺院建筑，那可以为看看，不过门票20一位。
1767370,14825908,4,3,3,1,05-02,去看鼻烟壶展了。北京艺术博物馆门票20元。游人较少。可以很安静的看。同时有4个展览在展出。殿前长椅，因为人少。我想也是很少的发呆去处。高高大的殿堂，绿树调着色，阴凉处一坐。真的很不错。对了，4点半关门。
1767370,7898988,3,1,3,2,15-11-07  更新于16-04-22 09:39,《走进博物馆》北京艺术博物馆
1767370,794504044,5,4,4,4,04-18,看到眼花缭乱，很好玩，没事出来看看
1767370,184023516,5,4,4,4,04-12  更新于16-04-12 11:08,北京艺术博物馆位于始建于明朝万历五年的万寿寺中，这座寺庙有“京西小故宫”的美誉，历经康熙、乾隆、光绪皇帝多次翻修，是皇家专用庙宇。北京艺术博物馆开设了万寿寺历史沿革展、明清工艺品展、佛教艺术展等主题展区，收藏着近五万件古代艺术品，从原始社会起，到明清时期，包括书法绘画、宫廷织绣瓷器、古代家具、宫廷用品、名人书札、古钱币及玺印等，可看到数朝皇帝龙袍。另有古书籍十余万册，日本明治、江户时期的文物等。
1767370,4245213,4,3,3,3,02-06,简介.
1767370,8767080,1,0,2,1,15-12-26,原来就是万寿寺，配不上艺术博物馆的名字，就有些佛像
1767370,43621008,5,4,4,4,15-12-20,人少超级好 很棒 像园林很好很好很好
1767370,119476,5,4,4,4,15-11-21,也是去过好多次，每次有不同的临时展品，院里银杏树根老
1767370,34790,3,0,2,2,15-08-27,跟通票上的介绍完全不一样，根本没什么藏品，只有两个很小的展览，而且周三本来就免费，通票用不上，不值得去，亏了这个好名字“北京艺术博物馆”！
1767370,21802632,5,4,4,4,15-08-07,北京艺术博物馆在万寿寺里，坐车到万寿寺下，在总政歌舞团的南边，高粱河广源闸的西侧。这个博物馆的门票包括在通票中，买通票可以2人次免票。7月去的时候赶上这里刚开始的两个展览，一个是玉泽陇西齐家文化玉器展，另一个是比德尚玉龙泉窑瓷器艺术展，这两个展览都要持续到10月。艺术博物馆开在古寺里也是不错的注意，寺庙古朴的环境，历史的厚重感都和这些充满年代感的展品相得益彰。
