67108649,845893591,5,0,0,0,12-03,挺不错的，看一次半天的时间比较合适，电影要占一个小时多
67108649,39873409,5,0,0,0,10-13,稍有些小贵，不过氛围很好，不知什么时候能有莫奈的画展，期待
67108649,55140616,5,0,0,0,09-26,不是真迹画展，就是投影3D技术呈现的画作，对孩子启蒙比较好，除了票价太贵，其他都好。
67108649,8851942,5,0,0,0,09-17,最后一天在妹妹督促下来的 还好没错过 非常特别的展览。很多互动项目，实景的布置以及语音和影片的讲解带大家了解梵高的一生。最喜欢的是布置成稻草堆的椅子，感觉随着梵高去了乡下哈哈哈。
67108649,9651660,5,0,0,0,09-14,不错，就是前台售票处的大学生业务不熟练，没给我票。
67108649,3216326,5,0,0,0,09-12  更新于16-09-12 22:21,我是偶然间在李小鹏的微博上看到的这个展览，搜索后得知正在北京展出中，并且再过几天就结束了，于是很快决定下来要去看，尽管票价真的不便宜～从天津一早坐高铁到北京南，4号线换10号线，从长春桥站A出口出来后向左转，走不远就到了～展览是在临时搭建的地方展出的，外面看着没那么高大上，但进去就不一样了。首先，票价目前是全部9折，也就是跟点评网上价格一致，并且客流量很小，不用担心挤不动，可以很好的感受这种新形式的“体验型展览”。展出面积总体不算大，逼真的道具，身临其境的影像让每一个喜欢梵高的人心里波澜起伏，更加怀念这个天赋异禀却充满悲剧色彩的绘画大师。展览尾声是一部有关梵高的电影，纪录片的形式，很值得看，建议时间充足的人静下心来完整观看。头戴式悬浮耳机是亮点，不用贴耳效果很好，看电影时尤其有体会。
67108649,9126991,5,0,0,0,09-09,很开心的经历，门票有所值。服务人员讲解详细又亲切(*˙︶˙*)☆*°
67108649,20641476,5,0,0,0,09-03,这是一次不一样的画展，去年就看到介绍由众多画家临摹把梵高的作品，一直以来以为是电影的形式，直到这次和女儿一起来体验观看，真是一个不一样的画展！有再现名画中的当年情景，梵高的画室，以及利用现代科技影像来叙述梵高作品的创作灵感来自于何时何地……在将近三个小时参观体验，了解了梵高，并且更加深刻的理解和欣赏了他的画作！希望能有更多的名师之作，💐💐👍👍👍
67108649,4110276,5,0,0,0,09-03,感谢玮俊文化提供的赠票 互动代入感很过瘾 每人一个悬空式立体耳机 不用控制到不同的位置自动播放 卧室是可以把自己带入名画中 每一幅都采用爱普生的顶级投放设备 360体感体验 显微镜下可以看到色彩颜料的细节和厚重感 每幅画都有自己的故事从学徒到婚姻到生活解析的淋漓尽致 感觉比单纯的画作观赏丰富多了
67108649,50940401,4,0,0,0,08-27,整体布局不错，很多细节考虑的很好。
67108649,773954489,4,0,0,0,08-16  更新于16-08-16 14:57,展比较无聊是真的 呵呵呵呵呵呵呵呵呵
67108649,142296,5,0,0,0,08-07,第一次观看这种特别的艺术展，其实展览的主要目的是让更多的人认识梵高，他的艺术风格及个人人生经历，属于大众科普类别。展览应用了很多多媒体技术，把展台和展出内容做的活灵活现，利用梵高和他弟弟的书信为主线，贯穿了梵高在巴黎，梵高的主要艺术创作期，梵高受到精神病的困扰，直到他的死亡。最后以梵高艺术风格对全球的影响作为结尾。很特别的展览。
67108649,117227765,5,0,0,0,07-31,很值得参观的一次展览！通过各种黑科技手段，将梵高的生平及其画作进行了全面的阐述，使观者能够直抵彼时彼刻画家的内心世界，更为深入地理解每一幅杰作背后的故事。从而，更加了解梵高和他作品的价值和意义！
67108649,2562511,4,0,0,0,07-28,已经在世纪金源购物中心展览了一段时间了，之前总在外面出差，今天终于静下心来看了，由于是工作日，我团购的平日票，其实跟在现场买的是一样的，平日票238，周末票288，学生凭证件有优惠。
67108649,3408671,5,0,0,0,07-21,梵高对绘画痴迷，创作了大量作品，然而无人欣赏……一幅画也卖不出去……他被画廊解雇，每天忍耐着饥饿。
67108649,135491044,4,0,0,0,07-07,各方面都很好，服务也没的说。周二晚上去的，包场了！哈哈！很棒的体验！就是票价贵，不过懂的人还是觉得蛮值的
67108649,2628911,1,0,0,0,06-30,错误的电话 千万别打了！这是私人住户的电话！
67108649,84436063,5,0,0,0,06-29,第一次给一个展览打五星，跟朋友一起去的，出来以后我俩都觉得值！视觉效果很不错，画布看起来跟真迹似的，一笔一画都很清晰，而且热感那个挺好玩的，很创新！
