23216161,15078085,4,4,3,3,11-17,已经去过好几次了 每年有珠宝展都会到国展去转转 展馆位置还算便利 虽然是老馆 但设施没觉得很陈旧 今年的展会比去年的规模要大 馆厅很多 基本上展位都满了 展会安保工作做的还不错 没有车证不能进去展会内部停车场 所有车辆都要经过安检才能进去
23216161,1044614,4,3,3,2,11-07,东北三环角上的这个中国国际展览中心老馆，其实也不老，与北京展览馆相比，算是很新的建筑了，但是因为近30年来北京展馆建筑实在太快，于是变成了老馆，最大的问题就是服务和配套维护跟不上，承担的一些展会感觉也不算一流的。应该说，还有许多潜力可挖。
23216161,29046890,3,2,2,2,10-17,“中国国际中心老馆”是北京市一家历史蛮长的展馆；展馆面积有限，承接的都是一些专业性展览，规模不大，但位置好，就在三元桥内，进出都很方便！
23216161,120293604,4,4,4,4,06-27,2016中国国际餐饮食品饮料交易博览会6月25日-27日在中国国际展览中心老馆举办。展出面积一万二千平方米。参展单位二百六十余家，展出内容包括国内外食品食材与酒水饮料，休闲食品，调味品和各种餐具设备用品。
23216161,8144314,5,4,4,4,06-22,中国国际展览中心拥有14个常设展馆（包括A、B馆及二层）；
23216161,42089180,3,2,3,2,06-21,6月16日去北京参加了2016年第五届中国国防装备展览会，因为工作客户涉及到部队这块，有这个展览就跟同事一起过来参观学习了，门外有卖门票的，五块钱一张，网上的信息不怎么准确，说是九点开始，九点半去了不让进，正巧赶上开幕仪式，一些退休的都不是在职的军官。展会内容跟网上介绍的也不是十分一致，办公自动化设备很少，由于是菜鸟之前都没接触过，也是看什么都新鲜，1-5是可以参观的，1馆面积大一些也比较新一些，中午吃饭就是门外的吉野家，过天桥到马路对面就是，还挺方便的，下火车坐地铁过来的，走的也挺远。
23216161,47356771,1,3,3,0,05-22,19-22号科博会！我们最后一天去的，去的有点晚了，门口保安告诉我们还有一小时闭馆，没证不让进，我们大老远跑去总不能白去吧？保安小声说：“你给两盒烟钱我让他们放您进去，里面不单收门票，要是有拦你们的，你就说找我们保安部队长，姓魏还是什么忘了！”开始要30，我门大老远来了不看看也不甘心，就说给20，他还不敢明着要，走到驾驶位这边才伸手拿...挺好一个科博会一进门让这个渣保安恶心死了……回家想一下，这孙子比路边停车收费还黑！
23216161,5395887,5,4,4,4,05-01,"中国国际展览中心老国展，就在朝阳区 北三环东路6号,这里总是有各种各样的展览，就看你对什么方面感兴趣了。"
23216161,876803652,5,4,4,4,04-23,【位置】三元西桥那边，做300在静安庄下车就行，占地面积大，门口巨多人，好像都是微信扫码换票的
23216161,876845490,5,4,4,4,04-21,老馆在三元西桥附近，静安庄车站下车后还要走很久，门口可以微信扫码获得门票，去的时候赶上照明展览，整个一层都是照明的展览，地方挺大的，参观了几个展厅，展位摆放的都是各家的当家产品，看了很多展品还真不错，东西多，规划摊位也整齐，没想到照明一直以来就觉得是灯而已，但其实照明行业的高科技发展也一直存在，并且很迅速，不少外国友人也在进行参观，还是很值得一看的！
23216161,38124396,5,4,4,4,04-20,来这边办理展会，烹饪齐全，做甜点，香喷喷
23216161,1458339,4,3,3,3,04-04,老国展还是第一次来，这次是参加文玩展览会。
23216161,832033,5,3,3,3,03-23,每年有很多不同类型和专业的展览会，国际礼品展我每年都去，还有一些自动化啊，机械化的展览，希望多好搞一些关于食品咖啡酒业的展览好吗？
23216161,5950762,2,0,0,0,03-17,头两周的时候，陪朋友去找工作来着。门票十元，循环使用~
23216161,34703893,5,0,0,0,03-17  更新于16-03-17 19:23,北京人都知道，中国国际展览中心老国展，就在朝阳区 北三环东路6号，也就是在静安庄附近。
23216161,21802632,4,0,0,0,15-12-20,中国国际展览中心（老馆）在静安庄附近，也是历经沧桑的老展览中心了，每年还是有很多展览会选择在这里举办，比如每年的国际信息通信展览会。展览馆一共有8个馆，中间的1号馆是主展馆，去参加通信展，感到这里的安保措施还是比较完善的，进门前先要根据邀请卡领取参观证，才能根据参观证的二维码扫描进馆，门口也有比较完善的安保措施，从一个hall出来去另一个同样要刷二维码。展览除了一些运营商，还有国内的一些知名厂家参与，专业人员可以进行技术交流，普通大众也可以去了解一下近期前言的通信技术和相关的产品，现场也组织了一些知识普及和抽奖的小活动，蛮有意思的。
23216161,33986812,4,0,0,0,15-12-06,来这里参加招聘会，坐车到静安庄站，下车跟着大部队走到国展正门。凭有效证件免费换票，进入需要安检，拿了招聘信息的报纸就开始投简历啦。此次招聘会共分为5个馆，都逛下来需要一天，中午有卖盒饭的。据说是本年度规模最大的招聘会，人挺多的，投简历排队，上厕所也要排队！
23216161,5507615,4,0,0,0,15-12-04,北三环的老国展，挨着的家乐福也跟着沾光，水跟着多卖了不少。
23216161,26057349,5,0,0,0,15-11-28,专门过来看珠宝展的，28号到4号吧，整整一周，可以在网上免费报名，拿着二维码验证就可以，特别方便。现场也可以扫码拿着自己的证件去办。当然也有各种黄牛卖票的，也很便宜，十元一个。
23216161,129830540,5,0,0,0,15-11-28,今天来到北京国际展览中心老馆，位于北京市朝阳区北三环东路六号的展馆，这里正在举办中国国际珠宝展，每年都有的珠宝展销会，很壮观，能看到全国各地的珠宝展品，而且都是当下最流行的珠宝饰品，以批发珠宝原料为主，也有现货新货对外给消费者购买，这里的珠宝保真，我每年都会来这里看看，有好东西都会来购买，我是这家北京慕妮爱莎珠宝首饰有限公司的常年回头客了，他家东西真不错！
23216161,142130978,5,0,0,0,15-11-07,专程来看文博会的，大早上10点多来的，先凭身份证领门票，刷票安检过后再填问卷领观众证，场馆真的挺大的，有好几个馆，234馆是连着的，有各种展览，古玩文房字画，区域，旅游，新闻，台湾之类的，下午4:30就闭馆了，保安在门口拦着只让出不让进，有些卖的东西挺有趣的，不过挺贵的我没买，吃的种类好多，我还吃了吴裕泰的冰激凌，还有三元梅园和老北京小吃卖，总之下次还会来看展览的。
23216161,1711090,5,0,0,0,15-11-01,在没有顺义天竺新馆的时候，大多数含金量高的展览都在这里，这次赶上第十届中国北京国际文化创意产业博览会，真心是不错，一共八个馆，要想都仔细的看看估计得一天的时间！
23216161,19462050,4,0,0,0,15-05-11,很多展会都在这里举行，还可以吧，地方很大很多馆
23216161,5853791,5,0,0,0,14-12-06,来这儿参加母婴博览会，人很多阿，领票挺顺利，看着比较多但是排一会也就到了，进去之后会有两道检票，展厅挺大的，也不会觉得特别拥挤。
23216161,51927045,4,0,0,0,14-11-10,经常过去看展，就是暖气给的太足，冬天穿大衣没地方存
23216161,115863531,4,0,0,0,14-11-02,老牌展览馆了，紧三环路边。平常展览人挺多，不过，如果遇见汽车展，或者人才交流会。那才叫人山人海。直接影响周边交通。几年前，政府为减轻其压力。在顺义又修建一个。已开放了。
23216161,46348097,4,0,0,0,14-10-30,经常有展览，就是不好停车，有展览的时候门口会有黄牛票
23216161,7297305,4,0,0,0,14-09-23,肯定比那个新馆好，旁边的家乐福是中国第一家。
23216161,35350833,3,0,0,0,14-09-12,来这里参加展会的！位置比较方便，附近吃的也不少！
23216161,20698618,3,0,0,0,14-09-07,其实一直很好奇这个地方，不论是老国展还是在顺义天竺的新国展。
23216161,6606838,5,0,0,0,14-09-01  更新于09-01 21:22,离家近，不定期有免费的展可以去逛逛，周边设施也很全，挨着家乐福，还有餐饮很丰富，逛完展还可以有地方吃饭什么的。前段时间去看了国际咖啡展，就是换喝上厕所需要排队，其他还好
23216161,29515220,5,0,0,0,14-08-18,定期有免费展览，赶上了国际咖啡展的尾巴，感觉确实不错。
23216161,3840610,3,0,0,0,14-08-12,去老国展参观了国际咖啡展，展会办的不错，唯一吐槽的是厕所，竟然排了那么长的队。就不以改造一下吗？
23216161,36034180,5,0,0,0,14-08-11,经常路过，也看过几次展览，上周五去看的咖啡展。
23216161,2396996,4,0,0,0,14-08-11,8月8日-10日有免费的咖啡展览，咖啡爱好者必须的去啊！
23216161,8316560,5,0,0,0,14-08-10  更新于08-10 17:14,今天去看国际咖啡展览，感觉还是很不错很开心的。场馆安排很有序，虽然人不少，但是也没有让人觉得挤得不舒服，安排的清清楚楚的，有很多大牌的咖啡店比如caffebene\caffe bros等等都有各自非常有特色的展台。现场有很多摊位提供试喝的咖啡，饮料，还有可以试吃的冰沙，酸奶冰淇淋，华夫饼，小蜜饯之类，呃，害得我都忘记我要减肥这档子事儿来了。而且有些产品的确很便宜，比如买的挂袋咖啡，平时在京东上面买估计32-38可以买10袋，今天买就是10元5袋另外还送2袋，我一口气买了40块钱的，可以开开心心喝一段时间了。现场卖的1元一只的甜筒味道也不错，还有3元一只的酸奶冰淇淋也很好吃。现场还有展示怎么做咖啡的，做咖啡的小哥很帅，有一点点韩版帅哥的感觉，嗯，可以说有那么一点点都教授的神韵。现场做了肉桂薄荷拿铁，好喝到不行，以后一定去他们的家店里喝。感觉现场最大的不足就是厕所比较紧张，尤其适合女厕所，排队就能排20多分钟，别的感觉都挺好的，很开心的经历。另外我居然还在这里买了两瓶啤酒，也是觉得太便宜了，不买太可惜了，但是对于啤酒君为啥会出现在咖啡展上表示强烈的不理解。另外对于场馆里面有些摊位表示一下不高兴，卖的苏打水太贵了，而且里面也没有给我放金橘，而且味道还不好喝，还不如别人免费送的好喝，还需要15人民币，表示这是对观众的不负责任。
