19827981,52335839,5,0,0,0,07-27,奇思妙想魔相馆就在前门大街上，红色的招牌在灰色的建筑上很显眼。一楼摆放了一些供体验的3D道具，比如大胖子身体之类的。一楼的左边是检票口，进去之后左手是存放物品的保险柜，建议大家把外套存在这里，因为整个体验过程中玩HIGH的话，还是会出汗的。
19827981,776392180,5,4,4,4,07-17,还不错了，去一个看看就可以啦，反正就是照相玩
19827981,58390704,5,4,4,4,07-16,不错的地方，下次还会去的！挺有趣的！
19827981,52283871,5,4,4,4,06-07,只有你想不到的惊喜哈，木有实现不了的呀😄
19827981,813397766,5,4,4,4,05-06,真的很不错，真是有种奇思妙想的感觉，见面很有意思，带孩子去玩的不错
19827981,6626914,1,0,0,0,05-05,特地去的说早关张了，让人情何以堪
19827981,4601617,5,0,0,0,15-03-08  更新于16-04-29 20:51,很满意，早上九点半开门就来了，照了好多好玩的相片，赞!
19827981,187731248,5,4,4,4,04-29,很有趣，在前门大街很好找，推荐！
19827981,816984476,1,0,0,0,04-26,关门了，千万别再来了，兄弟姐妹门！
19827981,86678912,5,4,4,4,04-21,非常好玩，孩子和大人都很喜欢，希望下次还能再去
19827981,4144077,5,4,4,4,04-18,可好，可好，可好，可带劲了。美里很
19827981,173128966,1,0,0,0,04-16,没开门，不清楚是要重装还是关店了？
19827981,479582762,4,4,4,4,03-31,秒杀的超值 好玩 就是3d博物馆 拍照很好
19827981,7636749,5,4,4,4,03-26,挺好的。和朋友一起去。拍了很多照片
19827981,45485046,4,3,3,3,15-07-13  更新于16-03-25 19:04,抽中的免费体验，在大众上又团购了一张三十多块的学生团购票，我们两个人就非常划算的来玩啦！
19827981,834534793,5,0,0,0,03-06,一般，不值这个价，没啥可逛的。。。。
19827981,123315231,5,0,0,0,02-26,拍照片不错…不过玩一次就够了…
19827981,183699877,2,0,0,0,02-22,元宵节本来想去前门大街的奇思妙想魔相馆看看 结果大门紧锁 还贴有封条 不知道是暂时因为春节关门 还是以后再也不开了
19827981,6827323,3,0,0,0,02-19,有点小，感觉不值这个价钱，去一次足以
19827981,17992405,5,0,0,0,02-18,带孩子来的。很新颖的主题。孩子玩的很高兴。
19827981,20750841,1,0,0,0,02-12,我是2016年2月4日去哒，真的关门啦！真的关门啦！真的关门啦！重要的事情说三遍！！！上图为证，门上的封条显示在2015年8月就关啦，所以大家不要再问我真的假的～
19827981,64959430,5,0,0,0,02-12,不行但觉得不值这个价格。照片太少
19827981,6364830,4,0,0,0,02-10,挺好玩的！就是假期人太太太多了，排队两个小时！好多拍照角度要是找好了很有趣！
19827981,4245213,4,0,0,0,02-06,奇思妙想魔相馆-Amazing Museum（前门步行街店）是首家在北京开设的韩国魔相艺术馆，自2014年9月开始创建，历时5个月精心打造，把传统的错觉艺术全新改版，增设了互动道具，并开设了错觉艺术与Media art结合的先例，是北京首家长期开设的错觉魔相艺术馆。奇思妙想魔相馆位于前门大街127号。下面是乘车路线仅供参考。地铁路线：7号线珠市口站 A口出 前门大街向北步行150米          2号线前门站，B出口或C出口，向南步行700米。公交路线： 23路、57路、715路、夜10内、夜10外、夜7路，过街楼站下车，向西240米右拐进入前门大街，步行200米即到。乘坐22路、126路、8路，快速公交1号线前门站下车，步行至前门步行街向南步行700米即到
19827981,17168104,5,0,0,0,02-02,里面不大 也就玩个一小时 最多了 还不错
19827981,7755636,5,0,0,0,02-01,很棒，玩的很开心哦！已经来两次了
