4300138,13393179,3,2,1,2,11-18,又是一个隐藏的比较好的博物馆，免费，在万丰小吃城的二楼，一楼是吃饭的地方。感觉是因为去的早了一点还没到营业的时候，所以灯都没开，比较黑。其实展出的东西有相当一部分与小吃并无关系，有的展品是一些古件，瓶瓶罐罐之类，还有粮票什么的。总体还可以，吃饭可以顺便参观。
4300138,52671190,4,3,3,3,11-18,中华小吃博物馆也就是万丰全国小吃城。在丰台区万丰路三百零六号。小吃城的一层基本都是各种老字号的小吃，比如说有馄饨侯的馄饨，还有褡裢火烧。有湖南的炸臭豆腐，还有山西的刀削面，大刀面，陕西的羊肉泡馍和面皮。老北京的小吃也很多，比如说奶油炸糕，老北京的炸酱面等等。吃饭呢要先买卡吃完了以后再退。二层是展览馆，另外还有正阳饭店等等。我们在馄饨侯里吃的馄饨一碗约有十个左右，馄饨不大，一碗十五块钱，我觉得。这里的食品还是偏贵的，环境一般吧！
4300138,38086495,2,2,2,2,11-07  更新于16-11-07 08:49,一般一般，不去也行。门口买卡，也没个单位总管……，丰台特色。
4300138,4284553,2,1,1,1,11-02,万丰路上，门脸挺大的，门口停车场方便。进去一个大戏台把明档分开两个区域，转了转还真是什么都有，中午饭点人也不多，吆喝声感觉比顾客多。要了个年糕杨的小吃拼盘，味道比超市包装的年糕杨还差更别提和牛街店里比了，味道怪怪的。要了个鲜榨梨汁，不是看着榨的真心难喝。biangbiang面还不错，也就这个了。
4300138,1169701,5,4,4,4,10-20,就在家附近，免费停车场很大，各地小吃云集，馄饨侯的蟹黄烧卖里面还有大虾仁，推荐一下！红烧肉也很不错，底下的山药吸收了红烧肉的汤汁，味道特棒。老北京灌肠绝对不能少，外焦里嫩配上蒜汁倍棒。河南的炒凉粉一般，没有金狮麟的好吃。
4300138,188147002,5,4,4,4,09-04,中华小吃博物馆位于万丰路，周围的交通住宿餐饮娱乐相当发达。里面的美食汇聚了东西南北的特色。晚上还有表演哦
4300138,3992907,5,4,4,3,08-18,万丰路自从整改后，变得热闹起来，整条街都是餐饮业，想吃什么都有，还集合了KTV、酒店、超市、4S店、银行等等行业的入驻这条街。
4300138,59913669,3,3,2,2,15-07-08,展品还是不错有观赏价值，食物只能说一般，没什么特点，几乎没有服务，只有摊位为了多卖点吃的才很卖力
4300138,3147876,4,4,4,1,15-02-24,赞这样免费开放的博物馆，长知识。领略“小吃大艺”！如果对展品用途再多做些说明就好啦，有人讲解那就极好啦！
4300138,15458119,3,2,2,2,15-02-13,去小吃博物馆纯属是过去吃小吃的，顺便参观。里面有各地特色的小吃，比如福建的佛跳墙、湖南的臭豆腐、山西的刀削面、陕西的羊肉泡馍和面皮，还有老北京的各种特色小吃。晚上七点的时候还有演出。个人觉得还不错。很有特色。
4300138,46606836,3,0,0,0,14-10-09  更新于10-09 15:48,在万丰小吃城的二楼，免费参观。吃完饭上去转了一圈，有过去的粮票、布票、副食本、算盘、斗等过去的老物件，还有过去的餐具、厨具等实物。了解一下社会的发展历史，感觉不错。
4300138,5559620,5,0,0,0,14-06-22,万丰小吃城的楼上.免费的.看到好多“古老”的东西.有一种既熟悉又陌生的感觉.还有很多没有见过的东西.来了解一下也不错.
4300138,5685017,3,0,0,0,14-06-12,可能去的时间不对 还没营业 也木有人参观……大半边都黑漆漆也木有灯…自己打着手电参观-_-|| 都是老物件 不只是吃的方面～但也不太大 随便看看吧～
4300138,15923223,3,0,0,0,14-05-29,里面视频种类很丰富，还有拍卖会。就是喇叭的声音太大了！吃个饭要被吵死了。而且里面的环境给人很压抑，黑漆漆的！总体感觉不是很好
4300138,62855116,4,0,0,0,14-05-21,北京有太多太多可爱的地方啦...又是一个陈列老北京物件的地方 红门上的图案很吸引我...一直觉得过去的纸币比现在漂亮好多好多...有陈列过去的食盒和菜谱 桌布很多很多 觉得过去人们的生活其实很讲究 就是单调了点...有很可爱的脚盆 还有小时候也骑过的木马...从鼻烟壶到壶套 从绣花鞋到金锁 为啥这里要叫中华小吃博物馆呢 应该叫老北京博物馆 嘿嘿...好想穿越 去看看过去的北京...
4300138,28680069,3,0,0,0,14-03-11,就在万丰小吃的二层；
4300138,944211,4,0,0,0,13-11-26,来到万丰小吃城，必然不能错过二层的中华小吃博物馆。
4300138,47680882,4,0,0,0,13-11-19,很大 高端大气上档次 去的那天有台湾同胞的团来包了中间的场 有表演 传播了传统文化 不错 
4300138,41392167,2,0,0,0,13-09-16,"写的营业到22:00,结果21:00到的,也就还30%的店还开着,好多地都黑着灯,工作人员都在吃饭,还有好几个大桶摆在外面,剩菜剩饭什么的都在里面,直接不想吃了,走了..."
4300138,24772600,3,0,0,0,13-08-29,从楼下吃完饭上来参观了一下，物件还是不错的，可惜没赶上有人讲解，不过大多数都系都还认识，全当复习、回忆了。
4300138,22425629,5,0,0,0,13-08-25,特别好、有个老爷爷会很亲切的跟你讲老北京的物件。如果你愿意参观老爷爷特别高兴。不知道是因为在露天花园不为太多人知道还是怎么了。参观的很少。后来再去没有开门。不知道休息还是别的。
4300138,1894325,3,0,0,0,13-07-08,在小吃城的楼上，吃完小吃上楼逛逛博物馆也算是消食了，说是博物馆，不过里面很多东西也是出售的，博物馆不收门票，随便逛逛还可以……
4300138,2979047,5,0,0,0,13-05-27,里面的展品还挺多的，不过说实话与小吃相关的不是很多，只有月饼模子、粮票、送饭的盒子、蒸笼这些还算相关。其他的有点像杂货铺了，虽然与主题相符度不
4300138,4913646,3,0,0,0,13-04-26,去年夏天去过，在小吃城的楼上，是个私人藏品的博物馆，馆主也在。东西不多但是个人收藏成这样也不错了。馆主后来经常在北京台的节目中出镜。
4300138,2055147,3,0,0,0,12-12-09,就在万丰小吃城的里面，收藏着各种关于北京小吃的老物件儿，感觉万丰小吃城现在挺有代表性的，很少有餐馆儿还带博物馆的
4300138,26908871,2,0,0,0,12-10-08,展品跟小吃没有太大关系，基本都是食具和一些老物件还有些卖工艺品的摊位，其实北京有不少画老北京的画家，可以补充小吃相关的内容。
4300138,7989376,5,0,0,0,12-08-13,中华小吃博物馆太坑人了！！！一进去就是一小吃街！！！小吃还巨贵巨难吃！！！
4300138,1329078,5,0,0,0,12-08-05,很好，说是小吃博物馆更像是老北京民俗博物馆，什么老物件都有，比如金刚钻，瞎掰，夹板气，特别时候追忆往昔，年轻人感受北京文化！
4300138,24117851,3,0,0,0,12-07-19,里面什麽都有，不全是说食文化的。经济，民俗，家居什麽都有。。。。。没什麽人。有一点买吃的的，就是成品，可以带走，送人什麽的。光线也比较暗，前面还好，后面不是很亮了。
4300138,4180148,5,0,0,0,12-07-14,位于万丰小吃城的二层，可以免费参观！见证了北京小吃的发展历程！是非常有文化气息的一个博物馆，环境非常好，物件也都是老物件，使收藏界的好榜样，非常值得去参观的地方！
4300138,5335965,4,0,0,0,12-02-01,地理位置一般，是唱完歌和朋友瞎溜达就进去了。 人少不过清净也不错。里面特别大，分为两大块，可能还有楼上。 吃了门丁肉饼 炒肝 卤煮 还有一堆乱七八糟的外地小吃，不算便宜不过感觉味道还行。
4300138,3363043,5,0,0,0,12-01-25,都是记忆。。。 有些东西没见过，哪怕是电视里也没见过，所以也不知道干嘛用的，不过可以请教热心的馆长。
4300138,5435161,4,0,0,0,11-10-05,在万丰小吃城的上面，吃完小吃就可以来这里参观，感觉和小吃完全不沾边倒像是老北京博物馆，里面有各式各样的老北京的生活用品以及工具，博物馆并不是很大，不过看上去都很新奇
4300138,2658314,4,0,0,0,11-08-08,小吃城的三楼是博物馆，和楼下的环境比，这里静谧怡然，看着那些古老的物件，思绪仿佛也飘到了那个年代。。。虽然好多没有亲身经历过，但是从书和电视中都能看到。很庆幸把这些都留下来了，为子孙后代所观摩~
4300138,7351264,3,0,0,0,11-08-06,大老远的跑到这里来吃小吃，这里有三层，1、2两层都是卖小吃的，说实话，价格真的不便宜，要想多尝几种还真是一笔开销。三层是博物馆，可以参观。
4300138,2803764,3,0,0,0,11-07-25,和万丰比起来 这里非常安静 那种感觉 让人忽然有一点儿小伤感的情绪 很多东西 现在已经消失了 可是谁家没有以前剩下的两票呢 那个年代过去了 记忆却永远留下 而且 是愉快的记忆 亲切的味道
4300138,5592054,3,0,0,0,11-07-21,说这里的博物馆只有进来才能感受到，万丰在三楼，有点闹中取静的感觉，看完了很怀旧，都是我们所不熟悉的年代的东东，粮票，各式各样的，好奇怪，那时候竟然凭票买粮食，遇到全家大胃的不够吃怎么办？呵呵，不好理解过去的人们。古代餐具挺好玩的，那么细的筷子，不扎嘴巴么？而且也不方便拿呀。搞不懂了。
4300138,4142901,2,0,0,0,11-07-19,实在是太贵了，买了一屉烧麦花了35，羊肉串8元1串。貌似很多旅游团都会去吃，估计是给导游回扣了。如果不是离唱歌的地方近才不去挨一刀
4300138,8043773,5,0,0,0,11-06-27  更新于06-27 13:45,万丰小吃城，我们经常从门口路过，家又住的不远，一直都想去看看，但是门口来往的人并不多，又见修的高门阔檐，不敢进去。直到那天在网上看到网友的点评了，才知道是怎回事。就缠着老公一定要去看看。
4300138,1881699,4,0,0,0,11-05-24,在万丰小吃城的三楼，里面展示了很多旧时的用品，送餐盒、过去用的厨具、茶具，全国粮票、纸币之类，太多了，看着很有意思，正好吃完东西来消消食，还能长点见识，不错。
4300138,5981834,3,0,0,0,11-02-28,值得去看看，有很多小时候用过的东西，传说馆主都是自己收藏这些，我们去的时候，馆主很热情给我们讲解，不知道是不是因为带着个小家伙，和馆主的孩子相差不大。呵呵
4300138,3640271,3,0,0,0,10-11-10,以前电视上介绍过这里，但是一直不知道在哪里~昨天去世纪歌酷时看到原来就在这个KTV的边上啊~
4300138,5942674,3,0,0,0,10-10-25,有个同学在这里工作，看上去感觉还不错 有时间过去看看 呵呵 听说是个小吃博物馆 想见识一下，刚好我住的也不远 顺便可以去参观一下
