1767340,4016821,5,3,4,3,12-09,第一次去，感觉展馆建的特别高大上！参观需要提前网上定票，这次是特意奔着走进养心殿这个特展去的！展馆在三层，趁着故宫大修把养心殿原封不动的移到了首博，得以让我们近距离接触这些展品！简直不能更赞！要知道以前去故宫还要越过黑压压的人群隔着玻璃遮着光才能勉强看到！这下可好，你想怎么看就怎么看哈哈～而且门票进门的时候还会盖一个印，特别棒！后来还顺道参观了下面几层的近代展，感觉时间还是太短了，下次还要来！
1767340,99511,4,4,3,3,12-07  更新于16-12-07 21:17,首博定期都会更换展示主题，离这里很近，基本每次都会去参观，很不错。这次的主题位于展馆三层，叫“走进养心殿”，展览截止到2017年2月，主要是对雍正乾隆时期的养心殿进行介绍。展品丰富，对应的各殿及厢房都有介绍详细，还搭建了一些实景。一层还有一个元大都的介绍，时间允许的也可以看看。如果来不及去故宫博物馆参观的话请来这里先做一下知识普及也未尝不可。
1767340,141278218,4,3,3,3,12-06,首都博物馆位于复兴门外大街木樨地附近，是一座现代化的博物馆，这个博物馆展出内容丰富。既有中国历史文化也有北京民俗风情，博物馆共7层要全部看完得大半天时间，每天有讲解员按顺序讲解介绍，博物馆是免费的，对历史文化感兴趣的可以去转转
1767340,58970817,5,4,4,4,12-06,今年去的少了，不过孩子的学校组织了一次，可谓集学习，游玩，知识，趣味，开拓为一体的遨游新课程。适合也有必要的成为各阶层的具有首都的独有的特色的一流的教育方式和途径及体验的博物馆。
1767340,241820,4,3,3,3,12-05,首都博物馆凭身份证可以当场领票参观。里面会定期有特色展览，凭票入场，需要提前预约，一人最多可领三张票。进入大厅有些失望，除了一座牌楼，没有其他东西，略显单调。也许冬天参观者较少，入口，出口为一个，感觉不正规。主要参观了需要提前预约的养心殿展。了解了皇帝的日常生活。
1767340,138466460,5,4,4,4,12-05,建筑很高大上 里面展品众多 经常会退出阶段性的展品活动 很好
1767340,20162477,5,4,4,4,12-03,最近新展走进养心殿，布局合理，馆内干净整洁，每层都有专业的讲解人员，很好。
1767340,29231609,5,3,4,4,12-03  更新于16-12-03 19:01,第一次来首都博物馆是09年了，当年有个新疆展，看见了干尸。今年春天再来这，主要是为了看海昏侯。首博算不上气势恢宏，但经常有各种类型的展览，主题明确，布置精致，我还是会常去的。
1767340,11063524,5,4,4,4,11-29,本来想提前预约一下 以防出现排队现象耽误时间～但登录官网愉悦的时候才知道原来预约需要提前三天 今天只能约到下个月的了 便打消了念头～从永定路打车过去 花了28元～很幸运的是过了安检径直往左 去了未预约处（预约过的 直接走右边拿票）凭着身份证领票  根本没有排队～想想也是 毕竟今天是工作日 而且时间都快要到15点整了 虽然如此 但里面的人还真的不少 学生尤为明显～这次看的印象最深刻的厅是三楼的“养生殿” 进去后看到展品的时候特别震撼 仿佛就置身于古代的皇宫之中 ～由于来的比较迟 我只走了一边 最高去了五楼 另一边的1到6楼 NGHIJKL厅都没还来得及走一下 还是有点遗憾的～我觉得这个博物馆完全可以预留久一些的时间 好好看看 听听学学～特别大 展品丰富 观赏性以及教育意义特别大～
1767340,1138366435,5,4,2,2,11-28,首都博物馆完全超乎我的预期，展品丰富，由专业免费讲解、从民俗，文化，佛教造像，瓷器精品，传统国粹，这方方面面，让孩子在其中受益匪浅，这一个假期，我们走过了陕西省历史博物馆，西安博物馆，洛阳博物馆，首都博物馆，从规模上他不是最大，从历史他不是最久，但是从趣味性和综合性来讲。非常值得一去
